Step,Value
405,0.744243323802948
420,0.7434662181138992
435,0.7423550007760525
450,0.7413694903095366
465,0.7412026562682195
480,0.7401794608441481
495,0.7413564548738215
510,0.7401710428385874
525,0.7399366467012019
540,0.7416272210205516
555,0.7414572189900945
570,0.7404672109233473
585,0.740167520951794
600,0.7415131873751191
615,0.7409812517360709
630,0.7402489964487059
645,0.7416048535186731
660,0.7402187702649728
675,0.7409923418778138
690,0.7404516332322139
705,0.7395709561351974
720,0.7390374911798635
735,0.7374481776598953
750,0.7355859829039797
765,0.7335212238153725
780,0.7298024623042048
795,0.7293186886272076
810,0.7284806454310447
825,0.7288559299000437
840,0.7264989689067455
855,0.7254331185742913
870,0.7249686320206971
885,0.7237820958679553
900,0.7197097470591247
915,0.7168708634304486
930,0.7148291347432342
945,0.7149577730127299
960,0.7120056178466323
975,0.7081140454642857
990,0.7060991502078927
1005,0.705977544835193
1020,0.706289192035271
1035,0.7039523303454405
1050,0.7003791974133088
1065,0.6983593348348514
1080,0.694883218531562
1095,0.695455917928125
1110,0.694621586324146
1125,0.6945513205589422
1140,0.6952956272853367
1155,0.6927748056407792
1170,0.692709866050329
1185,0.6946844320045031
1200,0.6933338707626518
1215,0.6903575634242346
1230,0.6882246830591
1245,0.6887014986617518
1260,0.6846460774270416
1275,0.6832695951045
1290,0.6811916343848546
1305,0.6800318637843761
1320,0.6806356388889029
1335,0.6776111128704401
1350,0.6778264221299575
1365,0.6787300408861435
1380,0.6766032756340089
1395,0.6747948645712799
1410,0.6734555039773631
1425,0.6737398571998423
1440,0.6747995615560055
1455,0.6727797812772451
1470,0.669865636158698
1485,0.6690521737410884
1500,0.6661790502537804
1515,0.6657391931161109
1530,0.6656472051232432
1545,0.661608168527333
1560,0.6615358000540729
1575,0.6591924815861936
1590,0.6595559634361337
1605,0.6585056271570656
1620,0.6576447255962646
1635,0.655843663600884
1650,0.6533762963651857
1665,0.6522495544472187
1680,0.6523031237278045
1695,0.6503716415294135
1710,0.6503009113735798
1725,0.651228202376383
1740,0.6515610518690758
1755,0.6484028607219899
1770,0.6495838833366177
1785,0.6496391814737715
1800,0.6461483938069449
1815,0.6457539164568576
1830,0.6437215852648156
1845,0.643489985409482
1860,0.6402192538536317
1875,0.638735453615701
1890,0.6386497536567993
1905,0.6375803629632261
1920,0.6349642862155747
1935,0.6334040583552881
1950,0.6307929667997504
1965,0.6284364704327249
1980,0.6255376975333788
1995,0.6270419238199927
2010,0.6258120518334941
2025,0.6271361720158809
2040,0.627326163597724
2055,0.6273536559128193
2070,0.6281591794313583
2085,0.6305255510417003
2100,0.6303568798132047
2115,0.6291126808175476
2130,0.6275886580986322
2145,0.6275603932923193
2160,0.6270386987088377
2175,0.6264972252673578
2190,0.6223923375602965
2205,0.6213496313782971
2220,0.6201033686031417
2235,0.618650623310131
2250,0.6168441870481143
2265,0.6164366288665598
2280,0.6154017435358792
2295,0.6159318255363266
2310,0.6165195098825869
2325,0.6130545494353266
2340,0.6121814697803593
2355,0.6097801960829219
2370,0.6093933064689326
2385,0.60957534851239
2400,0.6089783261635882
2415,0.6074056683892799
2430,0.6079826389079933
2445,0.6080128786943743
2460,0.6040358901125754
2475,0.6011703279119273
2490,0.5993535822467531
2505,0.5992487969774166
2520,0.598311383699415
2535,0.597927917622812
2550,0.5980327563359883
2565,0.59565385257262
2580,0.5938267020812376
2595,0.5945765035695271
2610,0.5942825975788605
2625,0.5951664703831316
2640,0.5956825664806156
2655,0.5963448103920729
2670,0.5982240657497992
2685,0.5992609759454584
2700,0.599647529451232
2715,0.6004836371073118
2730,0.5968078400118849
2745,0.5927081742554371
2760,0.5910233181002507
2775,0.5901573509047371
2790,0.5869570187697055
2805,0.5857902094572335
2820,0.584307148814306
2835,0.5871008320773683
2850,0.588366808224101
2865,0.5856480326365385
2880,0.5831141646553918
2895,0.5829057461114074
2910,0.5816373183757496
2925,0.5819483527428039
2940,0.5806908373631305
2955,0.5789266593209201
2970,0.5779490074795267
2985,0.5750577108332479
3000,0.572867512872445
3015,0.5747662891635509
3030,0.5730600360624313
3045,0.5731009969667987
3060,0.573847480044845
3075,0.5744941569882854
3090,0.5761029468122167
3105,0.5777020514688505
3120,0.5763861322477257
3135,0.574851492865289
3150,0.5733002026132451
3165,0.5699410668769667
3180,0.566807642126242
3195,0.5667518144833228
3210,0.5669218095468789
3225,0.5659207288825547
3240,0.5655533840815222
3255,0.5637879402294156
3270,0.5651215190237614
3285,0.5631139608025942
3300,0.5621396516245991
3315,0.5621094443736042
3330,0.5635133450184454
3345,0.5650166116460809
3360,0.5648447006823223
3375,0.5623878469648744
3390,0.5615742111481188
3405,0.5595313514505017
3420,0.5595196615836865
3435,0.5576959837347297
3450,0.5574253822347848
3465,0.5593726593982691
3480,0.5570160336439013
3495,0.5543996351234871
3510,0.5549678411781818
3525,0.5548044557008177
3540,0.5548450189318954
3555,0.5555874897154006
3570,0.5569670902868822
3585,0.5566960833578216
3600,0.5569030942010699
3615,0.5584470878514588
3630,0.5596616353559704
3645,0.5582962788252561
3660,0.5562502467172785
3675,0.5567883595130909
3690,0.5553664122878559
3705,0.5569859871576683
3720,0.5570635362483415
3735,0.5571402997153183
3750,0.5580418300105541
3765,0.5544476596075967
3780,0.5537064712924846
3795,0.553570753263062
3810,0.5532147561186149
3825,0.5528563775546211
3840,0.5551889917003701
3855,0.5567410885234787
3870,0.5542738987953179
3885,0.5521386840354606
3900,0.5512528413163714
3915,0.5491230636527957
3930,0.5478403819793376
3945,0.5462170918446753
3960,0.5458307481671724
3975,0.5456431232588191
3990,0.545775777843568
4005,0.5453865218952333
4020,0.5465706417865639
4035,0.5437664800492937
4050,0.5439291889937654
4065,0.5400859159248288
4080,0.5386398571329359
4095,0.5407893632075264
4110,0.541015699950741
4125,0.5399221196705176
4140,0.5398867675448192
4155,0.5395090022978073
4170,0.5396107801699556
4185,0.5401344477350392
4200,0.5379424009147017
4215,0.5369723967997732
4230,0.535095163779022
4245,0.5351136894132655
4260,0.5346393956139586
4275,0.5352886459887974
4290,0.5336872281873567
4305,0.5352320882501106
4320,0.5365450156424126
4335,0.5355577990379676
4350,0.5361916438457447
4365,0.5378552327116238
4380,0.539087804065576
4395,0.5382627941045826
4410,0.5384067952538458
4425,0.5368172925021131
4440,0.5372976322266281
4455,0.5389931576152535
4470,0.5393029023143542
4485,0.5384929060184521
4500,0.5390326023549962
4515,0.5355787516679978
4530,0.5334026871756862
4545,0.5344653044193773
4560,0.5350865255702825
4575,0.5339075646400648
4590,0.5329046562695697
4605,0.5329821431865646
4620,0.5349555107939292
4635,0.5331055363077093
4650,0.5328872755823123
4665,0.5333498267433059
4680,0.5356096461037797
4695,0.5356102500631215
4710,0.5365475409359796
4725,0.5368129353920372
4740,0.5359002919780964
4755,0.5328294329911348
4770,0.5342548718193351
4785,0.5339519351559665
4800,0.532216563834688
4815,0.5308369355040804
4830,0.5312774603636697
4845,0.5327498496394276
4860,0.5317127241703581
4875,0.5305290276480301
4890,0.5292573160058119
4905,0.5304654596512118
4920,0.5307580060444229
4935,0.529244956018044
4950,0.5292135068526846
4965,0.5284721962475253
4980,0.5277596768483359
4995,0.5280281706827273
5010,0.5284482274587569
5025,0.5282077906324726
5040,0.5307872262215931
5055,0.5280295321295814
5070,0.5260330170254562
5085,0.5281759902399826
5100,0.5291411946730243
5115,0.5281341401548448
5130,0.5270596349768987
5145,0.5293406699585734
5160,0.5317907506170809
5175,0.5318428151014954
5190,0.5324027752361175
5205,0.5344382551636956
5220,0.5366047945671673
5235,0.5351039877318204
5250,0.534560897814734
5265,0.5367768187113883
5280,0.5356299400329986
5295,0.5353056113720333
5310,0.5357819491219908
5325,0.538424137498584
5340,0.5370828398396473
5355,0.5366775185313425
5370,0.5393890991352136
5385,0.5378057429191186
5400,0.5392021849062788
5415,0.5404812567595323
5430,0.5376012647581144
5445,0.5401127001829668
5460,0.5393888488983956
5475,0.5375691737949936
5490,0.5381099332727877
5505,0.539237928178341
5520,0.539812158612973
5535,0.5396181137938111
5550,0.5420551869931837
5565,0.540795044394969
5580,0.5416140859620895
5595,0.5406996544444714
5610,0.5380618032695564
5625,0.5388093581113116
5640,0.5391702409992384
5655,0.5383774985716411
5670,0.5348323617723795
5685,0.5334510944290698
5700,0.5348096844140393
5715,0.5361404799439377
5730,0.5359332044112372
5745,0.5351974803602506
5760,0.5382495399327926
5775,0.5389795574795935
5790,0.5408965361634112
5805,0.5433990037832681
5820,0.5409558115035378
5835,0.5400963324957869
5850,0.5410217942463601
5865,0.5412338523716302
5880,0.5427931651636031
5895,0.5418647231769985
5910,0.5400224237731399
5925,0.5391543254256634
5940,0.5367409476191187
5955,0.5377035174434265
5970,0.538619238468829
5985,0.535677873193716
6000,0.5346161968196431
6015,0.534978295983687
6030,0.5333943651771513
6045,0.5316455366004912
6060,0.5327586211533858
6075,0.5313259320451615
6090,0.5303076898479323
6105,0.5290183506875855
6120,0.5314623478695677
6135,0.5319858574875669
6150,0.5324500634440175
6165,0.5334513966070321
6180,0.5333849914857188
6195,0.5348873216617659
6210,0.5370119124572942
6225,0.536763416014339
6240,0.5361267002616358
6255,0.5374463492107482
6270,0.5399378165143103
6285,0.5407347429088748
6300,0.5401080378700371
6315,0.5413532890400276
6330,0.542929021233894
6345,0.5437289838368016
6360,0.5461626333724036
6375,0.5458997694555191
6390,0.5444521226310964
6405,0.5444252743965381
6420,0.5465848052600556
6435,0.5466369275310177
6450,0.5451003234801642
6465,0.5459404486423505
6480,0.5454982150619939
6495,0.5448497508700151
6510,0.5425654216595595
6525,0.5416715932238324
6540,0.5402080945595842
6555,0.5386163657010092
6570,0.5388851742396245
6585,0.5384182457769905
6600,0.5400587436952734
6615,0.5401411279265641
6630,0.5399270278197839
6645,0.5372035745543728
6660,0.5383264852886265
6675,0.5393354591718929
6690,0.5379177111408809
6705,0.5359597488484267
6720,0.5333219962715178
6735,0.5304108852570333
6750,0.5314172322035657
6765,0.5345074518855432
6780,0.5335532971712608
6795,0.535126164854341
6810,0.5350545795239662
6825,0.5358023977242786
6840,0.538378473182842
6855,0.5404700210687733
6870,0.5387901003447417
6885,0.541405943228242
6900,0.5419698374683686
6915,0.543148151541042
6930,0.5446465623271911
6945,0.5441822296156014
6960,0.5454177356676052
6975,0.5463383609003456
6990,0.5480939616568055
7005,0.5465353211868896
7020,0.547221122016311
7035,0.5471969863290611
7050,0.5458686604410284
7065,0.5439061516291673
7080,0.5445679700204836
7095,0.5460143825482145
7110,0.5461069955090789
7125,0.5463006795966135
7140,0.5483240829416387
7155,0.5472626681172043
7170,0.5475408418072022
7185,0.5469232769073873
7200,0.5470562835086595
7215,0.5458664958629726
7230,0.5434817789300465
7245,0.545162029576415
7260,0.5456033035486867
7275,0.5448107337481012
7290,0.5463499525557923
7305,0.5475194176412879
7320,0.5465989791525886
7335,0.5452470142982155
7350,0.5454501785584622
7365,0.5430547254255266
7380,0.5450146355630102
7395,0.5455044759131601
7410,0.5454834221093813
7425,0.5464784833894243
7440,0.5462408959642062
7455,0.5454360759036997
7470,0.5417162319143103
7485,0.5424978858946057
7500,0.5418584441593397
7515,0.5430414645370442
7530,0.5425094972860448
7545,0.543826811184835
7560,0.5461532163060189
7575,0.5463541766566152
7590,0.5481709649519616
7605,0.5455355395131238
7620,0.5478974971930582
7635,0.5461716630878841
7650,0.5467766311799057
7665,0.5458630406026267
7680,0.5474412725699526
7695,0.5462543503909564
7710,0.5447472581371231
7725,0.5457415283335763
7740,0.5437953246243181
7755,0.544357046175133
7770,0.5455124305101727
7785,0.5438386108625303
7800,0.5454447439399248
7815,0.5466261698182441
7830,0.5457447745841997
7845,0.5453985634106233
7860,0.5455830847850696
7875,0.5436719707722408
7890,0.5438179126932415
7905,0.5447382670679342
7920,0.5460904249169691
7935,0.5462171580922685
7950,0.5451371360884866
7965,0.5447635499811264
7980,0.5437028327280612
7995,0.5422709337380913
8010,0.5427062630645746
8025,0.54360536205693
8040,0.5409301985625891
8055,0.5385558151832444
8070,0.5376357517833421
8085,0.5377521315587521
8100,0.5363102924207083
8115,0.5362881823048432
8130,0.5373528805999741
8145,0.5377957804553208
8160,0.5404700030601991
8175,0.5433680345435742
8190,0.5431630709292099
8205,0.5431163747644812
8220,0.5423712948104764
8235,0.5392363534321005
8250,0.5373657118568935
